code,lastname,firstname,sei,namae,email_address,company_mobie,gender,date_of_birth,date_of_joining_company,main_category,sub_category,minor_category,classification,position,monthly_basic_salary,qualifications
SF823826,高山,翼,kouzan,tsubasa,kouzan_tsubasa5@tekuwan.co.jp,030-6632-1091,男性,1992/6/14,2016/4/1,営業本部,本社営業部,本社営業第二課,正社員,チーフ,"450,000",
SF545449,大塚,れいな,ootsuka,reina,ootsuka_reina1@tekuwan.co.jp,030-3696-7580,女性,1993/9/20,2016/4/1,営業本部,本社営業部,本社営業第二課,正社員,チーフ,"450,000",
SF967118,上野,梨花,ueno,rika,ueno_rika2@tekuwan.co.jp,030-2895-3089,女性,1995/7/12,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,チーフ,"450,000",
SF611857,横山,大悟,yokoyama,daigo,yokoyama_daigo3@tekuwan.co.jp,030-6518-4493,男性,1988/10/13,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,チーフ,"450,000",
SF235029,中山,悠真,nakayama,yuuma,nakayama_yuuma4@tekuwan.co.jp,030-1238-1897,男性,1995/9/14,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,チーフ,"450,000",
SF612005,久保,大樹,kubo,taiju,kubo_taiju5@tekuwan.co.jp,030-2867-3901,男性,1996/12/18,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,チーフ,"450,000",
SF059176,山本,駿,yamamoto,shun,yamamoto_shun1@tekuwan.co.jp,030-7431-5081,男性,1995/1/17,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF910816,高田,悠吾,takada,yuuware,takada_yuuware2@tekuwan.co.jp,030-5717-3751,男性,1994/5/27,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF461444,岡本,翔,okamoto,shou,okamoto_shou3@tekuwan.co.jp,030-7409-2537,男性,1995/2/13,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF086021,森田,悠也,morita,yuuya,morita_yuuya4@tekuwan.co.jp,030-0543-3999,男性,1994/12/6,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF783347,白井,美穂,shirai,miho,shirai_miho5@tekuwan.co.jp,030-1705-3097,女性,1994/10/11,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF714675,小野,千尋,ono,senjin,ono_senjin1@tekuwan.co.jp,030-3137-2316,女性,1995/2/16,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF262778,増田,美咲,masuda,misaki,masuda_misaki2@tekuwan.co.jp,030-3917-9654,女性,1994/9/29,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF882492,松田,莉子,matsuda,riko,matsuda_riko3@tekuwan.co.jp,030-8200-9345,女性,1995/1/7,2017/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"400,000",
SF947280,久保,悠斗,kubo,yuuto,kubo_yuuto4@tekuwan.co.jp,030-1657-6994,男性,1995/10/31,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF185000,金子,拓人,kaneko,takuto,kaneko_takuto5@tekuwan.co.jp,030-4910-2246,男性,1996/1/22,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF530521,河野,大輝,kouno,daiki,kouno_daiki1@tekuwan.co.jp,030-7737-3064,男性,1995/10/20,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF893541,白石,大介,shiroishi,daisuke,shiroishi_daisuke2@tekuwan.co.jp,030-5709-1653,男性,1995/9/26,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF768363,杉山,慎之介,sugiyama,shinnosuke,sugiyama_shinnosuke3@tekuwan.co.jp,030-2113-7261,男性,1995/6/29,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF395722,大塚,慎太郎,ootsuka,shintarou,ootsuka_shintarou4@tekuwan.co.jp,030-9188-8855,男性,1995/10/26,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF137551,小島,駿,kojima,shun,kojima_shun5@tekuwan.co.jp,030-2995-5790,男性,1996/2/23,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF327825,小島,まな,kojima,mana,kojima_mana1@tekuwan.co.jp,030-7480-2334,女性,1995/9/22,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF100133,小林,みゆき,kobayashi,miyuki,kobayashi_miyuki2@tekuwan.co.jp,030-9618-6858,女性,1995/10/10,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF818111,岡本,まな,okamoto,mana,okamoto_mana3@tekuwan.co.jp,030-1954-6018,女性,1995/6/10,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF516962,小松,あかり,komatsu,akari,komatsu_akari4@tekuwan.co.jp,030-5939-9952,女性,1995/11/5,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF268229,星野,あやか,hoshino,ayaka,hoshino_ayaka5@tekuwan.co.jp,030-2450-6345,女性,1995/11/12,2018/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"375,000",
SF451654,加藤,悠斗,katou,yuuto,katou_yuuto0@tekuwan.co.jp,030-3470-3730,男性,1996/7/26,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF922898,石田,悠翔,ishida,yuushou,ishida_yuushou1@tekuwan.co.jp,030-4513-3111,男性,1996/8/24,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF048511,大森,悠真,oomori,yuuma,oomori_yuuma2@tekuwan.co.jp,030-8010-9910,男性,1996/9/10,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF275242,木村,翔,kimura,shou,kimura_shou3@tekuwan.co.jp,030-8173-2776,男性,1996/9/22,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF745204,林,颯太,hayashi,fuuta,hayashi_fuuta4@tekuwan.co.jp,030-5035-6023,男性,1996/8/27,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF297321,小泉,雄介,koizumi,yuusuke,koizumi_yuusuke1@tekuwan.co.jp,030-9723-5466,男性,1996/5/23,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF498579,大谷,達也,ootani,tatsuya,ootani_tatsuya2@tekuwan.co.jp,030-2692-7335,男性,1996/7/26,2019/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"350,000",
SF572725,高橋,拓也,takahashi,takuya,takahashi_takuya3@tekuwan.co.jp,030-1008-5985,男性,1998/1/26,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF938648,岩崎,大作,iwasaki,taisaku,iwasaki_taisaku4@tekuwan.co.jp,030-9746-1503,男性,1997/8/22,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF674912,平野,太郎,heiya,tarou,heiya_tarou5@tekuwan.co.jp,030-8734-4068,男性,1998/2/18,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF199278,加藤,悠斗,katou,yuuto,katou_yuuto3@tekuwan.co.jp,030-4414-1717,男性,1997/5/20,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF023053,今井,雅也,imai,masaya,imai_masaya4@tekuwan.co.jp,030-5048-6678,男性,1998/1/24,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF000638,関口,駆,sekiguchi,ku,sekiguchi_ku5@tekuwan.co.jp,030-3349-7177,男性,1998/1/27,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF094797,島田,啓太,shimada,keita,shimada_keita6@tekuwan.co.jp,030-3353-3124,男性,1998/1/23,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF891409,永井,拓斗,nagai,takuto,nagai_takuto7@tekuwan.co.jp,030-3405-2995,男性,1997/3/22,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF347619,桜井,陽向,sakurai,youkou,sakurai_youkou1@tekuwan.co.jp,030-4515-4866,男性,1998/1/13,2020/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"325,000",
SF365657,川口,拓斗,kawaguchi,takuto,kawaguchi_takuto2@tekuwan.co.jp,030-9231-5795,男性,1999/3/11,2021/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"300,000",
SF204543,桜井,慎吾,sakurai,shingo,sakurai_shingo3@tekuwan.co.jp,030-7480-9950,男性,1998/5/30,2021/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"300,000",
SF084943,田村,大河,tamura,taiga,tamura_taiga4@tekuwan.co.jp,030-7998-0877,男性,1998/10/11,2021/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"300,000",
SF735377,笠原,悠太郎,kasahara,yuutarou,kasahara_yuutarou5@tekuwan.co.jp,030-2391-9576,男性,1999/2/7,2021/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"300,000",
SF307962,菊地,れいな,kikuchi,reina,kikuchi_reina1@tekuwan.co.jp,030-4240-3232,女性,1998/9/7,2021/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"300,000",
SF631323,武田,葵,takeda,aoi,takeda_aoi2@tekuwan.co.jp,030-9738-9006,女性,1998/4/16,2021/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"300,000",
SF107320,桜井,雅也,sakurai,masaya,sakurai_masaya3@tekuwan.co.jp,030-6638-5524,男性,2000/3/8,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF136956,大西,拓也,oonishi,takuya,oonishi_takuya4@tekuwan.co.jp,030-0595-2021,男性,2000/2/23,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF300222,長谷川,大河,hasegawa,taiga,hasegawa_taiga5@tekuwan.co.jp,030-2937-7975,男性,1999/11/24,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF781442,平野,悠太郎,heiya,yuutarou,heiya_yuutarou1@tekuwan.co.jp,030-7869-3321,男性,1999/10/17,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF783560,島崎,悠人,shimazaki,yuuto,shimazaki_yuuto2@tekuwan.co.jp,030-0107-4576,男性,1999/8/12,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF248689,河野,悠太,kouno,yuuta,kouno_yuuta3@tekuwan.co.jp,030-6471-0519,男性,2000/2/10,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF456622,永井,茜,nagai,akane,nagai_akane4@tekuwan.co.jp,030-6366-6519,女性,2000/1/23,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF531584,森本,桃子,morimoto,momoko,morimoto_momoko5@tekuwan.co.jp,030-6131-5952,女性,1999/10/29,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF420164,永井,あやか,nagai,ayaka,nagai_ayaka1@tekuwan.co.jp,030-1178-4651,女性,1999/7/11,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF124802,島崎,なつみ,shimazaki,natsumi,shimazaki_natsumi2@tekuwan.co.jp,030-0735-5978,女性,1999/6/8,2022/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"275,000",
SF243968,鈴木,雄介,suzuki,yuusuke,suzuki_yuusuke3@tekuwan.co.jp,030-0630-5740,男性,2000/8/13,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF168919,武田,大和,takeda,yamato,takeda_yamato4@tekuwan.co.jp,030-0976-2266,男性,2000/4/7,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF443046,永井,陽翔,nagai,youshou,nagai_youshou5@tekuwan.co.jp,030-5977-4114,男性,2001/3/27,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF276886,小島,慎吾,kojima,shingo,kojima_shingo1@tekuwan.co.jp,030-7796-4775,男性,2001/1/14,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF986136,高田,拓斗,takada,takuto,takada_takuto2@tekuwan.co.jp,030-0079-4388,男性,2000/6/13,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF136295,小山,悠希,oyama,yuuki,oyama_yuuki3@tekuwan.co.jp,030-5538-9408,男性,2001/1/13,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF068792,星野,蓮,hoshino,hasu,hoshino_hasu4@tekuwan.co.jp,030-7743-8799,男性,2000/10/1,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF383828,富田,桃子,tomita,momoko,tomita_momoko5@tekuwan.co.jp,030-5441-3999,女性,2000/6/23,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF840324,岩崎,佳奈,iwasaki,kana,iwasaki_kana1@tekuwan.co.jp,030-2904-0319,女性,2001/1/7,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF751137,藤井,茜,fujii,akane,fujii_akane2@tekuwan.co.jp,030-2626-2767,女性,2000/4/24,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF711839,中川,みほ,nakagawa,miho,nakagawa_miho3@tekuwan.co.jp,030-8190-6872,女性,2000/8/16,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
SF038888,菊池,みさき,kikuchi,misaki,kikuchi_misaki4@tekuwan.co.jp,030-9123-5132,女性,2000/11/10,2023/4/1,営業本部,本社営業部,本社営業第二課,正社員,,"250,000",
R392810,江口,拓海,eguchi,takumi,eguchi_takumi5@tekuwan.co.jp,030-6293-1249,男性,1994/7/3,2018/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"190,000",
R600324,前田,陽翔,maeda,youshou,maeda_youshou1@tekuwan.co.jp,030-3072-6821,男性,1973/9/22,2018/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"180,000",
R017894,小松,悠也,komatsu,yuuya,komatsu_yuuya2@tekuwan.co.jp,030-0796-7905,男性,1972/12/14,2020/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"190,000",
R432295,中山,航,nakayama,kou,nakayama_kou3@tekuwan.co.jp,030-6958-0357,男性,1976/8/5,2020/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"190,000",
R590042,石井,悠太郎,ishii,yuutarou,ishii_yuutarou4@tekuwan.co.jp,030-5826-6683,男性,1992/3/1,2021/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"190,000",
R739501,小泉,みさき,koizumi,misaki,koizumi_misaki5@tekuwan.co.jp,030-7263-1501,女性,1986/4/1,2021/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"180,000",
R444144,中山,優奈,nakayama,yuuna,nakayama_yuuna1@tekuwan.co.jp,030-8841-1063,女性,1979/10/27,2023/4/1,営業本部,本社営業部,本社営業第二課,契約社員,,"180,000",
K866805,岩崎,大河,iwasaki,taiga,iwasaki_taiga2@tekuwan.co.jp,030-9730-7689,男性,1959/11/19,1983/4/1,営業本部,本社営業部,本社営業第二課,嘱託社員,,"180,000",
K177284,安藤,大輝,andou,daiki,andou_daiki3@tekuwan.co.jp,030-2861-9070,男性,1959/6/12,1983/4/1,営業本部,本社営業部,本社営業第二課,嘱託社員,,"180,000",
P566865,河野,結菜,kouno,yuina,kouno_yuina4@tekuwan.co.jp,030-7322-8812,女性,1992/11/7,2016/10/1,営業本部,本社営業部,本社営業第二課,パート,,,
P051926,山田,麻衣,yamada,mai,yamada_mai5@tekuwan.co.jp,030-1009-7463,女性,1976/8/12,2022/8/1,営業本部,本社営業部,本社営業第二課,パート,,,
P638777,岩井,健,iwai,takeshi,iwai_takeshi2@tekuwan.co.jp,030-2959-6762,男性,1987/8/13,2023/6/1,営業本部,本社営業部,本社営業第二課,パート,,,
SF527297,松本,かおり,matsumoto,kaori,matsumoto_kaori3@tekuwan.co.jp,030-9689-9951,女性,1979/7/24,2002/4/1,営業本部,本社営業部,本社営業第三課,正社員,課長,"700,000",
SF920612,中川,健太郎,nakagawa,kentarou,nakagawa_kentarou4@tekuwan.co.jp,030-8935-1600,男性,1983/3/17,2008/4/1,営業本部,本社営業部,本社営業第三課,正社員,チームリーダー,"600,000",
SF458006,内藤,翔太朗,naitou,shoutarou,naitou_shoutarou5@tekuwan.co.jp,030-1738-5879,男性,1982/6/22,2008/4/1,営業本部,本社営業部,本社営業第三課,正社員,チームリーダー,"550,000",
SF170504,木村,みほ,kimura,miho,kimura_miho6@tekuwan.co.jp,030-0343-9386,女性,1982/5/22,2008/4/1,営業本部,本社営業部,本社営業第三課,正社員,チームリーダー,"550,000",
SF018567,菊池,直樹,kikuchi,naoki,kikuchi_naoki1@tekuwan.co.jp,030-5870-1847,男性,1987/6/17,2012/4/1,営業本部,本社営業部,本社営業第三課,正社員,チームリーダー,"600,000",
SF768742,水野,陽介,mizuno,yousuke,mizuno_yousuke2@tekuwan.co.jp,030-7688-6607,男性,1989/9/29,2012/4/1,営業本部,本社営業部,本社営業第三課,正社員,チームリーダー,"550,000",
SF951145,河野,悠翔,kouno,yuushou,kouno_yuushou3@tekuwan.co.jp,030-2986-6249,男性,1989/12/10,2013/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF744510,平野,悠斗,heiya,yuuto,heiya_yuuto4@tekuwan.co.jp,030-0712-4329,男性,1990/9/2,2013/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF412264,大野,陽大,oono,youdai,oono_youdai5@tekuwan.co.jp,030-2783-6483,男性,1991/3/25,2013/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF646762,前田,拓人,maeda,takuto,maeda_takuto1@tekuwan.co.jp,030-9808-6534,男性,1990/3/4,2013/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF233352,川口,真太,kawaguchi,makotota,kawaguchi_makotota2@tekuwan.co.jp,030-6904-8283,男性,1992/3/8,2014/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF791113,森,颯,mori,satsu,mori_satsu3@tekuwan.co.jp,030-3855-5685,男性,1991/5/8,2014/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF026594,山崎,陸,yamazaki,riku,yamazaki_riku4@tekuwan.co.jp,030-5535-0320,男性,1991/9/13,2014/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF705892,菊地,美紀,kikuchi,miki,kikuchi_miki5@tekuwan.co.jp,030-8572-6820,女性,1991/6/15,2014/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF748741,佐野,瑛太,sano,eita,sano_eita1@tekuwan.co.jp,030-9006-5641,男性,1993/4/11,2016/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF590565,久保,駆,kubo,ku,kubo_ku2@tekuwan.co.jp,030-1920-4946,男性,1992/9/10,2016/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF382932,宮本,桃子,miyamoto,momoko,miyamoto_momoko3@tekuwan.co.jp,030-4703-9480,女性,1994/2/26,2016/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF056905,木村,れいこ,kimura,reiko,kimura_reiko4@tekuwan.co.jp,030-8771-3101,女性,1992/7/8,2016/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF553231,富田,陽大,tomita,youdai,tomita_youdai5@tekuwan.co.jp,030-4974-8536,男性,1997/9/23,2020/4/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF418429,小泉,悠也,koizumi,yuuya,koizumi_yuuya1@tekuwan.co.jp,030-6026-7906,男性,1988/10/25,2022/10/1,営業本部,本社営業部,本社営業第三課,正社員,チーフ,"450,000",
SF483929,小泉,慎之介,koizumi,shinnosuke,koizumi_shinnosuke2@tekuwan.co.jp,030-1976-3133,男性,1994/12/24,2017/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"400,000",
SF130178,大塚,翔平,ootsuka,shouhei,ootsuka_shouhei3@tekuwan.co.jp,030-3909-0431,男性,1994/9/29,2017/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"400,000",
SF376097,大森,慎之介,oomori,shinnosuke,oomori_shinnosuke4@tekuwan.co.jp,030-5284-0325,男性,1995/1/29,2017/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"400,000",
SF806655,安藤,悠一,andou,yuuichi,andou_yuuichi5@tekuwan.co.jp,030-1317-4257,男性,1994/5/8,2017/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"400,000",
SF713210,岩田,陽翔,iwata,youshou,iwata_youshou1@tekuwan.co.jp,030-8117-4509,男性,1994/11/23,2017/4/1,営業本部,本社営業部,本社営業第三課,正社員,,"400,000",
